OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price,latitude,longitude
68350,JOAQUIN QUICK STOP,US-84,Joaquin,TX,618,3.43233333,31.9673641,-94.0615925
68354,LEERJAK TRAVEL CENTER,US-60,Ellsinore,MO,275,3.409,36.9257547,-90.7513747
68359,LOVES TRAVEL STOP #466,"I-78, EXIT 65",Jasper,AL,615,3.55566666,33.8312185,-87.2775053
68360,A PLUS MINI MARKET,"I-95, EXIT 19",Philadelphia                            ,PA,160,4.049,39.9527237,-75.1635262
68361,DUCK THRU FOOD STORE #34,US-158 & US-17,Elizabeth City                          ,NC,130,3.499,36.3220272,-76.1756031
68362,RUTTERS #5,US-30 & SR-997,Fayetteville,PA,70,3.859,39.9111965,-77.5500296
68364,Maplefields,"I-89, EXIT 19",Saint Albans                            ,VT,39,3.539,44.811513,-73.086368
68365,7-ELEVEN #36834,SR-72,Abbeville,SC,30,3.619,34.1779495,-82.3792463
68366,MARATHON,US-68/SR-80,Russellville,KY,460,3.199,36.8597352,-86.862527
68367,LOVES TRAVEL STOP #447,"I-10 E, EXIT 0",Anthony,TX,640,3.449,31.9956534,-106.596817
68368,AKAL TRAVEL CENTER,I-80 EX 360,Waco,NE,413,2.799,40.896956,-97.463383
68369,WORKMANS TRAVEL CENTER,"I-40 EXIT, 35 & SR-23",Ozark,AR,735,3.29733333,35.496912,-93.840127
68370,GULF EXPRESS DIESEL AND GAS,"I-295, EXIT 4 & SR-14",Johnston                                ,RI,175,3.799,41.8310404,-71.5412101
68372,SPEEDWAY #8062,SR-26/CR-00,Kokomo,IN,375,3.799,40.41887,-86.12721
68375,PILOT #491,"I-81, EXIT 251 & US-11",Harrisonburg,VA,185,3.659,38.4493315,-78.8688833
68377,PILOT #4568,I-20 EXIT 11,Graniteville,SC,135,3.39233333,33.6201364,-81.8248529
68378,PILOT TRAVEL CENTERS #596,I-69 EXIT 196,Smiths Creek,MI,342,3.959,42.9139187,-82.6038085
68381,Fast Stop Travel Centers #2241,US-26 S & SR-39,Blackfoot,ID,825,3.999,43.190039,-112.348357
68382,QUIKTRIP #766,US-29 & SR-316,Dacula,GA,18,3.32066666,33.9887165,-83.8979573
68383,AYERCO 32,US-61 & SR-P,Canton,MO,494,3.01566666,40.132926,-91.5205242
68386,KWIK TRIP #884,US-45 & SR-22,Clintonville,WI,582,3.559,44.6045659,-88.7649178
68389,WEBERS OF PLYMOUTH,SR-57 N/CR-PP E,Plymouth,WI,582,3.499,43.7486054,-87.977038
68394,CHEVRON,"I-84, EXIT 343/CR-104",Ogden,UT,835,3.44233333,41.2230048,-111.9738429
68396,TOOT N TOTUM #44,SR-287 E/CR-335 N,Amarillo,TX,585,3.04233333,35.2642128,-101.7453418
68403,RUTTERS #16,"I-83, EXIT 10 & SR-214",York,PA,70,4.199,39.962493,-76.7276989
68405,PILOT TRAVEL CENTER #1028,"I-45, EXIT 178/US-79 N",Buffalo,TX,765,3.549,19.297607,-98.240856
68406,TOOT N TOTUM #114,US-385/US-54,Dalhart,TX,585,3.199,36.065145,-102.5208884
68411,PAWNEE TRAVEL PLAZA,US-412 & SR-18,Pawnee                                  ,OK,560,3.044,36.3384025,-96.8031766
68416,STRIPES 7FLEET #42515,US-87 N,Lamesa,TX,710,3.099,32.7063314,-101.9256074
68417,7-ELEVEN #42072,"I-20, EXIT 599/SR-281",Longview                                ,TX,766,3.20733333,32.5007031,-94.74049
68419,ROAD RANGERS #270,"I-35, EXIT 114/SR-462",Moore,TX,740,3.169,29.0564311,-99.0074768
68420,SHELBINA Phillips 66,US-36 & SR-15,Shelbina,MO,494,3.099,39.6939275,-92.0429502
68421,STRIPES,US-77,Refugio,TX,625,3.074,28.293217,-97.2776682
68423,GOLDEN GATE TRUCKSTOP,"I-80, EXIT 106 & SR-398",Lovelock,NV,966,3.649,40.17863,-118.477397
68424,MAVERICK TRAVEL CENTER,"I-20, EXIT 386/US-281",Santo                                   ,TX,637,3.099,32.6037293,-98.2141084
68428,STRIPES #40519,US-90/CR-1023,Uvalde,TX,740,3.359,29.2149066,-99.7708862
68432,PAPA ROCK,US-79/SR-76,Clarksville,TN,460,3.199,36.5405177,-87.3654142
68434,Circle K #2741789,"I-30, EXIT 98 & US-270",Malvern,AR,695,3.439,34.368338,-92.812842
68440,EXPRESS GAS,"I-40, EXIT 2A/US-51",Memphis                                 ,TN,435,2.979,35.1460249,-90.0517638
68441,QUIKTRIP #1106,US-76,Anderson,SC,30,2.959,34.647107,-82.805177
68444,Sunoco,US-30,Roebling,NJ,160,3.159,40.1159169,-74.7863614
68446,J J OIL #07,US-160,Ulysses,KS,525,3.399,37.58134,-101.357237
68447,JUMPIN JACKS 419,SR-161,Rockport                                ,IN,487,3.999,37.8972445,-87.1119638
68451,CASEYS #3439,US-63,Lime Springs,IA,433,3.56566666,43.4598406,-92.3060434
68453,Marathon,US-82/US-27,Cuthbert,GA,10,3.699,31.7699679,-84.7733271
68458,SPEEDWAY #6278,"I-96, EXIT 16",Coopersville,MI,456,3.599,43.052965,-85.9121672
68458,SPEEDWAY #6278,"I-96, EXIT 16",Coopersville,MI,456,3.499,43.052965,-85.9121672
68462,CHEVRON,SR-24 & SR-660,Houma                                   ,LA,623,3.099,29.5957696,-90.7195348
68463,SPANISH LAKE TRUCK AND CASINO PLAZA,SR-182,New Iberia,LA,730,3.329,30.0035365,-91.8187285
68465,LOVES TRAVEL STOP #470,"I-75, EXIT 451",Jasper,FL,10,3.32733333,30.517284,-82.948465
68466,KWIK TRIP #462,SR-11 & SR-83,Burlington,WI,444,3.274,42.6801053,-88.276413
68468,SHELL,SR-193/SR-163 & CR-26,Theodore,AL,715,3.039,30.5476941,-88.1752796
68469,8 MILE STORE,"US-64/I-40, EXIT 127",Conway,AR,695,3.399,35.0891932,-92.4398402
68471,B LINE SHELL,SR-710,Jupiter                                 ,FL,140,3.95733333,26.9342246,-80.0942087
68476,CREEK TRAVEL PLAZA,"I-65, EXIT 54",Atmore,AL,715,3.13566666,31.140486,-87.463437
68480,KUM & GO #0414,US-212/SR-265,Springdale,AR,645,3.14233333,36.207799,-94.2026844
68482,PETRO-CANADA,HWY 91,Delta                                   ,BC,800,4.59452716,49.1141804,-122.9145711
68482,PETRO-CANADA,HWY 91,Delta                                   ,BC,800,4.3415277,49.1141804,-122.9145711
68482,PETRO-CANADA,HWY 91,Delta                                   ,BC,800,4.53546381,49.1141804,-122.9145711
68482,PETRO-CANADA,HWY 91,Delta                                   ,BC,800,4.62102914,49.1141804,-122.9145711
68482,PETRO-CANADA,HWY 91,Delta                                   ,BC,800,4.63022827,49.1141804,-122.9145711
68482,PETRO-CANADA,HWY 91,Delta                                   ,BC,800,4.65745123,49.1141804,-122.9145711
68493,FAST TRACK 427,"I-10, EXIT 225/US-19",Lamont,FL,20,3.739,30.3774792,-83.813686
68494,LOVES TRAVEL STOPS #469,"I-85, EXIT 15 & US-1",South Hill,VA,180,3.949,36.7265449,-78.1291308
68494,LOVES TRAVEL STOP #469,"I-85, EXIT 15 & US-1",South Hill,VA,180,3.949,36.7265449,-78.1291308
68497,JACKSONS FOOD STORE #30,"I-86, EXIT 61",Pocatello                               ,ID,825,3.459,42.864995,-112.439298
68499,DUBOIS TRAVEL STOP,I-15 & MAIN,Dubois                                  ,ID,825,4.299,44.176298,-112.23082
68506,WARRIOR RIDGE,US-22 & SR-3035,Ashland,PA,14,3.699,40.8714472,-78.3330727
68511,PWI #675,I-10/US-85/US-180 EXIT 155 & SR-227,Vado,NM,640,2.949,32.129239,-106.657072
68512,BP,US-29/SR-154,Palmetto                                ,GA,18,3.249,33.5442034,-84.6124857
68518,CHEVRON,SR-243,Gordon                                  ,GA,85,3.359,32.8820866,-83.3323848
68520,SPEED GAS,SR-56,Rosenhayn                               ,NJ,150,3.459,39.4781708,-75.1312929
68522,MINIT MART #600632,"I-474, EXIT 9 & SR-29",Pekin,IL,368,3.739,40.5687911,-89.6501621
68524,Coastal Fuel,US-421,Wilmington                              ,NC,245,3.399,34.2254582,-77.9468103
68531,CASEYS #2845,"SR-150, I-380, EXIT 41",Urbana,IA,380,3.449,42.223793,-91.8755241
68533,MACH ONE FOOD SHOP #17,US-45/US-50,Flora,IL,510,3.899,38.679736,-88.485004
68534,BG FOOD MART,US-31,Bowling Green,KY,460,3.05733333,36.9458873,-86.4247815
68535,CASEYS #3295,SR-35 & SR-27,Prairie Du Chien,WI,420,3.499,43.05194,-91.1409933
68541,DUCK THRU #3,SR-11 & SR-561,Ahoskie,NC,130,3.56233333,36.2855245,-76.9857687
68542,EXCELL FUELS,SR-5,Buffalo,NY,38,3.999,42.8864163,-78.8781493
68549,GOOD 2 GO #212,US-310/SR 789,Lovell,WY,780,3.657,44.8366287,-108.3780904
68552,HUCKS FOOD & FUEL #368,"US-41, EXIT 44/SR-281",Madisonville,KY,340,3.399,37.3280037,-87.4986989
68556,MONICARLO FUEL STOP,US-61 & SR-54,Garyville                               ,LA,623,3.199,30.056035,-90.6192554
68559,KUM & GO #0779,"I-35, EXIT 92 & US-136",Bethany,MO,320,2.95566666,40.2683344,-94.0282861
68562,CHEVRON,SR-3235,Galliano                                ,LA,725,3.499,29.443686,-90.31018
68572,FOOD N FUN #17,US-90 & SR-83 & CR-605,New Iberia                              ,LA,730,3.067,30.0035365,-91.8187285
68574,SPRING STREET SERVICE STATION,US-1/US-9,Elizabeth                               ,NJ,115,3.099,40.85030169337018,-73.94538928030825
68581,CHEVRON #308195,"I-82, EXIT 58/US-12 & SR-223",Granger,WA,977,4.499,46.3417778,-120.1950611
68581,CHEVRON #308195,"I-82, EXIT 58/US-12 & SR-223",Granger,WA,977,4.329,46.3417778,-120.1950611
68588,SHELL,"US-202, EXIT 16",Orange,MA,175,3.649,42.5908656,-72.3097766
68592,Sprint Food #742,US-25/SR-121,North Augusta                           ,SC,135,3.159,33.4748627,-81.9557687
68593,ONE9 #1285,"I-20, EXIT 386 & US-281",Santo,TX,575,2.924,32.6037293,-98.2141084
68594,CIRCLE K #2723796,SR-S-8-33 & SR-S-8-119,Charleston,SC,42,3.199,32.7884363,-79.9399309
68595,SUPER LUCKY LOUIES,US-190/SR-1,Port Allen                              ,LA,600,3.03233333,30.4897044,-91.2647232
68596,FLASH MARKET SHELL,US-63,Koshkonong,MO,418,3.499,36.5985392,-91.6438933
68598,7-ELEVEN #41032,US-84 & US-259,Mount Enterprise,TX,618,3.349,31.9287824,-94.6847902
68602,NEW DIXIE MART #19,"I-95, EXIT150",Whitakers,NC,205,3.339,36.105608,-77.713087
68606,SAMS MART #95,SR-49,Harrisburg                              ,NC,46,3.799,35.3258295,-80.6454979
68613,SHEETZ #236,SR-441 & SR-772,Marietta,PA,70,3.389,40.0570441,-76.5521344
68618,MINER TOWNE MART,206 R-11,Shullsburg,WI,335,3.399,42.5728975,-90.2387393
68621,CIRCLE K #2723367,"I-77, EXIT 8 & SR-148",Fancy Gap,VA,65,3.29066666,36.6665212,-80.6918684
68622,PILOT #474,"I-79, EXIT 67 & SR-19",Sutton,WV,44,3.86566666,38.6641653,-80.7093066
68623,FLYING J TRAVEL PLAZA #304,"I-469, EXIT 19 & US-30",New Haven,IN,370,3.859,41.0733059,-85.0173125
68623,FLYING J #304,"I-469, EXIT 19 & US-30",New Haven,IN,370,3.859,41.0733059,-85.0173125
68624,PILOT #586,"I-10, EXIT 69 & SR-63",Moss Point                              ,MS,715,3.459,30.4115881,-88.5344601
68625,FLYING J #470 HUDSON,"I-94, EXIT 10 & US-65",Roberts,WI,450,3.559,44.9838558,-92.5560301
68626,BECKS EXPRESS MART #14,SR-26,Princeton,IL,270,3.249,41.36559,-89.50593
68630,DOWNSTREAM Q STORE,US-166/US-400,Joplin,MO,277,3.199,36.9975118,-94.6116794
68634,PETRO-CANADA,"HWY-111, EXIT 3",Dartmouth,NS,100,3.92467152,44.687668,-63.6011109
68634,PETRO-CANADA,"HWY-111, EXIT 3",Dartmouth,NS,100,3.87010202,44.687668,-63.6011109
68634,PETRO-CANADA,"HWY-111, EXIT 3",Dartmouth,NS,100,3.93190461,44.687668,-63.6011109
68634,PETRO-CANADA,"HWY-111, EXIT 3",Dartmouth,NS,100,3.89595718,44.687668,-63.6011109
68634,PETRO-CANADA,"HWY-111, EXIT 3",Dartmouth,NS,100,3.93248441,44.687668,-63.6011109
68634,PETRO-CANADA,"HWY-111, EXIT 3",Dartmouth,NS,100,3.89509753,44.687668,-63.6011109
68639,PETRO-CANADA,QEW-2,Calgary,AB,50,4.07143281,51.0456064,-114.057541
68639,PETRO-CANADA,QEW-2,Calgary,AB,50,3.72969139,51.0456064,-114.057541
68639,PETRO-CANADA,QEW-2,Calgary,AB,50,3.84875514,51.0456064,-114.057541
68639,PETRO-CANADA,QEW-2,Calgary,AB,50,3.72804545,51.0456064,-114.057541
68641,PETRO-CANADA,HWY-37,Kitwanga,BC,850,4.48307714,55.100373,-128.067627
68641,PETRO-CANADA,HWY-37,Kitwanga,BC,850,4.56330583,55.100373,-128.067627
68641,PETRO-CANADA,HWY-37,Kitwanga,BC,850,4.60163996,55.100373,-128.067627
68641,PETRO-CANADA,HWY-37,Kitwanga,BC,850,4.63022827,55.100373,-128.067627
68641,PETRO-CANADA,HWY-37,Kitwanga,BC,850,4.48076848,55.100373,-128.067627
68641,PETRO-CANADA,HWY-37,Kitwanga,BC,850,4.62102914,55.100373,-128.067627
68642,EXXON SANDY RIDGE MART,"I-40/US-421, EXIT 208",Colfax,NC,65,3.099,36.11264,-80.01448
68643,SHELL,"I-95, EXIT 58 & US-13",Wade,NC,63,3.199,35.1629419,-78.7361323
68644,SUPERPUMPER #32,US-2,Minot,ND,452,3.599,48.2096542,-101.3111905
68650,MARATHON,"I-75, EXIT 8",Cincinnati                              ,OH,300,3.899,39.0939659,-84.5224512
68653,KWIK TRIP #679,"I-43, EXIT 128 & SR-42",Sheboygan,WI,444,3.21566666,43.7508284,-87.71453
68656,TA Express Williston,US-2 & US-85,Williston                               ,ND,807,3.44733333,48.241278,-103.660902
68659,KWIK TRIP #659,"US-52, EXIT 56 & CR-22",Rochester,MN,515,3.549,44.0234387,-92.4630182
68663,LOVES TRAVEL STOP #474,US-85/US-2 & CR-6,Williston,ND,273,3.519,48.2262562,-103.7397425
68665,BIG D 14,"I-90, EXIT 46/US-14/SR-79",Piedmont                                ,SD,506,3.13733333,44.231653,-103.3890753
68671,CASEYS #2969,US-81 & RD F,Fairmont,NE,350,3.28233333,40.6361358,-97.585282
68672,24 NORTH MOBIL,"I-495, EXIT 7A & SR-24, EXIT 14B",Bridgewater,MA,175,3.699,41.9902206,-70.9754432
68674,TEXACO,US-290 & SR-696,Elgin                                   ,TX,595,3.099,30.3441918,-97.3648389
68684,Rebecca Plantation Truck Plaza,"US-90, EXIT 200 & SR-311",Schriever                               ,LA,623,2.999,29.7413593,-90.8194541
68685,QUICK FUEL #2403,"I-29/I-35/SR-71, EXIT 5B",Kansas City,MO,400,3.344,39.100105,-94.5781416
68689,CHEVRON,"I-10, EXIT 59 & SR-395",Roanoke                                 ,LA,690,3.609,30.2351806,-92.7478897
68690,MARATHON,US-30 & SR-30,Mansfield,OH,315,3.499,40.7741658,-82.5675187
68691,BYRNE DAIRY #43,"I-81, EXIT 36 & SR-13",Pulaski,NY,220,4.099,43.567014,-76.127703
68692,DANDY MINI MART #57,SR-14,Horseheads,NY,190,3.899,42.1669832,-76.8202973
68693,SUPER STOPS,SR-70 & SR-308,Belle Rose,LA,623,3.499,30.0504778,-91.0414892
68696,STRIPES #40800,FM-351 & US-181,Beeville,TX,625,3.01566666,28.4008319,-97.7483312
68697,STRIPES #40915,"I-35, EXIT 8 & SR-20 & FM-1472",Laredo,TX,693,2.979,27.5079211,-99.5069834
68698,GAS N WASH,"I-80, EXIT 145 & SR-84",Mokena,IL,365,3.499,41.5261437,-87.8892189
68699,ORGANIC CONNECTION MOBIL,SR-997,Homestead,FL,95,3.344,25.4718946,-80.4759905
68701,SPEEDWAY #1421,US-45 & CR-74,Frankfort,IL,293,3.399,4.624737,-74.145285
68701,SPEEDWAY #1421,US-45 & CR-74,Frankfort,IL,293,3.359,4.624737,-74.145285
68701,SPEEDWAY #1421,US-45 & CR-74,Frankfort,IL,293,3.299,4.624737,-74.145285
68701,SPEEDWAY #1421,US-45 & CR-74,Frankfort,IL,293,3.369,4.624737,-74.145285
68702,QUIKTRIP #1120,"I-85, EXIT 90 & SR-105",Gaffney,SC,210,3.19066666,35.0717945,-81.6498195
68708,LOVES TRAVEL STOP #476,"I-80, EXIT 292 & SR-130",Davenport,IA,270,3.86233333,41.5224692,-90.5756401
68716,ALLTOWN MARKETS #833,I-95 EXIT 41,Milford,CT,100,3.599,41.2222218,-73.0570603
68722,Pilot #140,US-40/US-191,Roosevelt,UT,835,3.759,40.3020929,-109.918371
68730,KENT KWIK #315,SR-158 & FM-1788,Midland,TX,710,3.43733333,31.9973662,-102.077948
68733,PETRO-CANADA,TCH/HWY 11,Cochrane                                ,ON,460,3.70183709,49.0589531,-81.0364651
68733,PETRO-CANADA,TCH/HWY 11,Cochrane                                ,ON,460,3.70020344,49.0589531,-81.0364651
68733,PETRO-CANADA,TCH/HWY 11,Cochrane                                ,ON,460,3.70920637,49.0589531,-81.0364651
68733,PETRO-CANADA,TCH/HWY 11,Cochrane                                ,ON,460,3.70865949,49.0589531,-81.0364651
68734,LOVES TRAVEL STOP #478,"I-15, EXIT 113",Idaho Falls,ID,825,3.75566666,43.4909018,-112.0391744
68737,KWIK TRIP #691,"I-39, EXIT 161",Stevens Point,WI,395,3.559,44.517984,-89.5724
68738,CASEYS #2316,US-136/SR-5 & SR-5,Unionville,MO,320,3.214,40.4768299,-93.0179108
68740,Certified Oil #400352,US-20 & SR-510 & SR-101,Clyde,OH,550,3.379,41.3040468,-82.9750686
68741,COUNTY LINE TRUCK STOP,SR-22,Dickinson,ND,273,3.53233333,46.889425,-102.793448
68742,ARTESIA #401,SR-82 & SR-285,Artesia,NM,593,3.439,32.8423345,-104.4032963
68796,MR FUEL #731,"I-70, EXIT 123 & SR-3",Spiceland,IN,375,3.699,39.838379,-85.4388608
68797,SPEEDWAY #1412,SR-43,Frankfort,IL,293,3.359,41.499664,-87.859264
68798,PILOT DEALER #1179,SR-189,Nogales,AZ,980,4.249,31.3402134,-110.936081
68798,PILOT #1179,SR-189,Nogales,AZ,980,4.249,31.3402134,-110.936081
68799,SHELL FOOD MART # 25,"I-20, EXIT 77 & SR-13",Morton,MS,705,3.199,32.3537557,-89.6545171
68801,7-ELEVEN #40574,US-281,Blanco,TX,740,3.399,30.1145089,-98.4151938
68803,SHELL,"I-45, EXIT 152",Madisonville                            ,TX,670,3.18233333,30.953101,-95.911238
68806,SHELL,US-90,Westwego                                ,LA,725,3.06566666,29.922395,-90.16826
68808,SPEEDWAY #4574,US-701,Loris,SC,245,3.269,34.081903,-78.874588
68813,SPEEDWAY #8741,"I-96, EXIT 86 & SR-100",Eagle,MI,406,3.789,42.809842,-84.790952
68814,TA HOLBROOK,"I-40/US-180, EXIT 283",Holbrook,AZ,580,3.65566666,34.9037105,-110.1593261
68815,LOVES TRAVEL STOP #471,"I-35, EXIT 127 & FM-471",Natalia,TX,740,3.203,29.18864,-98.856855
68815,LOVES TRAVEL STOPS #471,"I-35, EXIT 127 & FM-471",Natalia,TX,740,3.289,29.18864,-98.856855
68821,Joe's Kwik Mart #473,CR-139,Lancaster,NY,38,3.799,42.90094,-78.670114
68821,Joe's Kwik Mart #473,CR-139,Lancaster,NY,38,3.659,42.90094,-78.670114
68822,CASEYS #3919,"I-35/US-50, EXIT 148 & SR-131",Lebo,KS,400,3.089,38.4166818,-95.8530441
68823,FRIENDS FOOD MART,SR-13,Mansfield                               ,OH,249,4.199,40.6975323,-82.5101896
68824,EXPRESSWAY,SR-60 & CR-9,Heron Lake,MN,425,3.299,43.7949593,-95.3202763
68825,ALLTOWN MARKETS #832,"I-95, EXIT 40",Milford,CT,100,3.599,41.2349,-73.066108
68826,HIGHWAY SERVICE,US-44,Seekonk                                 ,MA,175,3.319,41.808434,-71.3369973
68828,CIRCLE K #2721540,US-78 & SR-15,New Albany,MS,435,3.759,34.4942683,-89.0078418
68831,KWIK TRIP #896,SR-65 & CR-J,Minneapolis,MN,451,3.599,44.9772995,-93.2654692
68835,SPEEDWAY #7954,US-258/SR-24,Richlands,NC,205,3.324,34.9043352,-77.5563647
68836,Corner Market #160,US-60,Pampa,TX,585,3.399,35.5199123,-100.9909978
68839,CHOCTAW TRAVEL PLAZA #641,US-69/SR-43,Stringtown,OK,560,3.159,34.431459,-96.0820322
68840,LOVES TRAVEL STOP #475,"I-20/US-84, EXIT 242 & FM-142",Sweetwater,TX,575,3.189,32.469748,-100.407036
68841,PILOT TRAVEL CENTER #575,"I-95, EXIT 1",Saint Marys,GA,75,3.599,30.742745,-81.553211
68841,PILOT TRAVEL CENTERS #575,"I-95, EXIT 1",Saint Marys,GA,75,3.599,30.742745,-81.553211
68843,PILOT #467,"I-37, EXIT 125",San Antonio                             ,TX,740,3.399,29.4246002,-98.4951405
68844,FLYING J #553,"I-10, EXIT 259",Fort Stockton                           ,TX,710,3.659,30.891174,-102.88802
68845,PILOT TRAVEL CENTER #4651,"I-95, EXIT 4",Skippers,VA,180,3.799,36.61182,-77.54665
68847,CIRCLE K #2741553,US-190/US-183 & US-281,Lampasas                                ,TX,595,2.759,31.0850542,-98.1903788
68848,CIRCLE K #2741328,"I-35, EXIT 328 & FM-2063",Hewitt                                  ,TX,765,2.86566666,31.4623065,-97.1957023
68849,Circle K #2706632,US-80/SR-8 & CR-480,Selma,AL,720,3.699,32.417512,-86.9986603
68850,SPRINT MART #67,US-84/US-425,Vidalia,LA,730,3.08233333,31.5652071,-91.4256935
68855,FLYING J #861,"TCH 1, EXIT 168",Hope,BC,800,5.1212761,49.3799779,-121.4415851
68855,FLYING J #861,"TCH 1, EXIT 168",Hope,BC,800,5.12014607,49.3799779,-121.4415851
68855,FLYING J #861,"TCH 1, EXIT 168",Hope,BC,800,5.13184711,49.3799779,-121.4415851
68855,FLYING J #861,"TCH 1, EXIT 168",Hope,BC,800,5.12240662,49.3799779,-121.4415851
68855,FLYING J #861,"TCH 1, EXIT 168",Hope,BC,800,5.12391477,49.3799779,-121.4415851
68855,FLYING J #861,"TCH 1, EXIT 168",Hope,BC,800,5.13260385,49.3799779,-121.4415851
68856,KWIK N EZ #1,"I-40, EXIT 265",Checotah                                ,OK,645,2.909,35.481135,-95.5224
68860,PETRO STOP #394,"I-35, EXIT 101 & FM-140",Pearsall,TX,740,3.53566666,28.8921939,-99.095033
68861,KWIK TRIP #733,SR-76/SR-44,Caledonia,MN,515,3.49066666,43.6350469,-91.496387
68864,QUICK FUEL #3190,"I-75, EXIT 68",Dayton,OH,317,3.67733333,39.7589478,-84.1916069
68865,QUICK FUEL #3192,"I-275, EXIT 42B & SR-747",Cincinnati,OH,300,3.25233333,39.147604,-84.544084
68868,PUMP & PANTRY #14,SR-92/SR-2,Broken Bow,NE,330,3.299,41.4018116,-99.6393288
68869,PUMP & PANTRY #4,SR-2 & SR-11,Cairo,NE,330,3.32733333,41.0009594,-98.6074087
68873,ONVO TRAVEL PLAZA - MOUNTAIN COBB,"I-84, EXIT 8",Lake Ariel,PA,200,3.58566666,41.45397,-75.38268
68874,QUIKTRIP #492,"I-10, EXIT 114 & SR-85",Buckeye,AZ,930,3.369,33.3703197,-112.583776
68875,SHEETZ #512,"I-40, EXIT 203 & SR-66",Kernersville,NC,65,2.844,36.1198589,-80.0736533
68882,CAPITAL FUELS MYTON,US-40/191,Myton,UT,835,3.50233333,40.193114,-110.062328
68883,CBH TRAVEL CENTER,US-85,Belle Fourche                           ,SD,506,3.299,44.644285,-103.859682
68885,FLYING J #488,"I-35, EXIT 69",Cotulla,TX,693,3.599,28.438988,-99.240776
68886,BEBO'S,SR-38,Kentwood                                ,LA,600,3.01566666,30.93625,-90.479138
68888,Express Lane,"US-80, EXIT 33 & US-6/SR-78",Annawan,IL,270,3.299,41.3972573,-89.9045518
68888,Express Lane,"US-80, EXIT 33 & US-6/SR-78",Annawan,IL,270,3.399,41.3972573,-89.9045518
68890,Circle K #2741795,"I-430, EXIT 12 & SR-100",Maumelle,AR,695,3.18566666,34.856613,-92.4056858
68891,LOVES TRAVEL STOP #480,I-40 EXIT 364,Lenoir City,TN,405,3.439,35.7972998,-84.2560299
68892,OLIVE EXXON,US-31,Holland,MI,371,3.799,42.7771736,-86.0807776
68893,J & H FAMILY STORE,"I-96, EXIT 52 & SR-50",Lowell,MI,371,3.789,42.933601,-85.3418551
68894,ROCKFORD MOBIL MART,"US-131, EXIT 97",Rockford                                ,MI,344,3.599,43.119721,-85.559604
68894,ROCKFORD MOBIL MART,"US-131, EXIT 97",Rockford                                ,MI,344,3.299,43.119721,-85.559604
68895,J & H FAMILY STORE #103,"I-196, EXIT 62",Hudsonville,MI,344,3.399,42.862819,-85.865072
68897,TA CARYVILLE,"I-75, EXIT 141",Pioneer,TN,405,3.00733333,36.41758,-84.3141
68899,XTRAMART,SR-9,Westborough,MA,175,3.649,42.2694308,-71.6129907
68900,DUCK THRU #41,US-17/SR-37,Hertford                                ,NC,130,3.599,36.1915986,-76.4546666
68901,SPEEDWAY #1224,"SR-741 & I-71, EXIT 25",Mason,OH,300,3.159,39.3600586,-84.309939
68902,CASEYS #3062,SR-281 & SR-160,Medicine Lodge,KS,357,3.114,37.2811339,-98.580361
68903,BIG D KWIK SHOP,SR-59,Gillette,WY,836,3.379,44.2982234,-105.5087294
68907,QUIKTRIP #943,"I-35E, EXIT 405 & US-77",Waxahachie,TX,630,2.89566666,32.3944908,-96.8439365
68908,SPEEDWAY #1804,"I-270, EXIT 32 & I-71, EXIT 116",Columbus,OH,315,3.69233333,39.9622601,-83.0007065
68912,Chisholm Corner #13,"SR-19 & I-35, EXIT 72",Pauls Valley,OK,569,3.089,34.7392055,-97.218509
68913,CASEYS #3263,"I-90, EXIT 43 & SR-60",Worthington,MN,530,3.14233333,43.6205056,-95.5956434
68915,PUMP & PANTRY #53,US-20,Jackson,NE,527,3.41233333,42.459117,-96.5978344
68916,YESWAY #1075,"I-20, EXIT 278",Tye,TX,575,2.87566666,32.4545421,-99.8685101
68919,GULF MART 5150,"I-90 E, MM 117",Natick                                  ,MA,34,4.06566666,42.2836393,-71.346996
68921,GAS N GO,US-341/SR-7 & SR-96/SR-49,Fort Valley,GA,85,3.18233333,32.5537585,-83.8874084
68923,STRIPES 7FLEET #42509,US-67 & SR-137,Big Lake,TX,612,3.599,31.1954739,-101.4592746
68924,KWIK TRIP #326,"I-90, EXIT 171 & US-51 & US-14",Janesville,WI,420,3.374,42.6829765,-89.0226793
68925,KWIK TRIP #874,"I-35, EXIT 132 & US-8",Chisago City,MN,448,3.32733333,45.3735757,-92.8899376
68926,KWIK TRIP #872,SR-26,Jefferson,WI,420,3.38233333,43.0055594,-88.8073273
68927,MARATHON,US-19 & SR-80,Rosedale                                ,VA,185,3.749,36.950533,-81.950809
68928,PILOT TRAVEL CENTER #475,"I-40, EXIT 196 & SR-41",Moriarty,NM,580,3.244,44.03145,-88.58798
68929,SPEEDWAY #6953,"I-74/US-311, EXIT 65",High Point,NC,65,3.529,35.9556924,-80.0053176
68930,PILOT #4569,"I-95, EXIT 5",Hardeeville,SC,195,3.37566666,32.345369,-81.01556
68933,RUTTERS #23,US-30 & SR-462,Mountville,PA,70,3.979,40.0392642,-76.4307964
68935,JACKSONS FOOD STORES #144,I-84 & SR-55,Nampa                                   ,ID,785,3.899,43.5985557,-116.547586
68936,AMOCO,US-421/SR-11 & SR-53,Burgaw,NC,245,3.599,34.5521113,-77.926098
